solvent_name,Drug,SMILES_Solvent,Solubility(mole_fraction),Solubility(mol/L),canonical_drug,canonical_solvent,value,Temperature_K,MaxEStateIndex_solvent,MinAbsEStateIndex_solvent,MinEStateIndex_solvent,qed_solvent,HeavyAtomMolWt_solvent,MaxPartialCharge_solvent,MinPartialCharge_solvent,MinAbsPartialCharge_solvent,FpDensityMorgan1_solvent,FpDensityMorgan3_solvent,BCUT2D_MWHI_solvent,BCUT2D_MWLOW_solvent,BCUT2D_LOGPLOW_solvent,BCUT2D_MRHI_solvent,BCUT2D_MRLOW_solvent,AvgIpc_solvent,BertzCT_solvent,Chi4n_solvent,HallKierAlpha_solvent,Kappa2_solvent,Kappa3_solvent,PEOE_VSA1_solvent,PEOE_VSA10_solvent,PEOE_VSA11_solvent,PEOE_VSA13_solvent,PEOE_VSA2_solvent,PEOE_VSA3_solvent,PEOE_VSA5_solvent,PEOE_VSA6_solvent,PEOE_VSA7_solvent,PEOE_VSA8_solvent,PEOE_VSA9_solvent,SMR_VSA1_solvent,SMR_VSA10_solvent,SMR_VSA3_solvent,SMR_VSA4_solvent,SlogP_VSA1_solvent,SlogP_VSA10_solvent,SlogP_VSA12_solvent,SlogP_VSA2_solvent,SlogP_VSA3_solvent,SlogP_VSA4_solvent,SlogP_VSA5_solvent,SlogP_VSA6_solvent,SlogP_VSA8_solvent,TPSA_solvent,EState_VSA1_solvent,EState_VSA10_solvent,EState_VSA2_solvent,EState_VSA3_solvent,EState_VSA4_solvent,EState_VSA5_solvent,EState_VSA6_solvent,EState_VSA7_solvent,EState_VSA8_solvent,EState_VSA9_solvent,VSA_EState1_solvent,VSA_EState3_solvent,VSA_EState4_solvent,VSA_EState5_solvent,VSA_EState6_solvent,VSA_EState7_solvent,VSA_EState8_solvent,VSA_EState9_solvent,FractionCSP3_solvent,NHOHCount_solvent,NOCount_solvent,NumAliphaticCarbocycles_solvent,NumAliphaticRings_solvent,NumAromaticHeterocycles_solvent,NumAtomStereoCenters_solvent,NumBridgeheadAtoms_solvent,NumHAcceptors_solvent,NumHeteroatoms_solvent,NumRotatableBonds_solvent,MolLogP_solvent,fr_Al_OH_noTert_solvent,fr_ArN_solvent,fr_COO_solvent,fr_NH1_solvent,fr_Ndealkylation2_solvent,fr_allylic_oxid_solvent,fr_aryl_methyl_solvent,fr_furan_solvent,fr_lactone_solvent,fr_methoxy_solvent,fr_morpholine_solvent,fr_para_hydroxylation_solvent,fr_phenol_noOrthoHbond_solvent,fr_priamide_solvent,fr_unbrch_alkane_solvent,MACCS_15_solvent,MACCS_19_solvent,MACCS_20_solvent,MACCS_21_solvent,MACCS_22_solvent,MACCS_28_solvent,MACCS_29_solvent,MACCS_34_solvent,MACCS_36_solvent,MACCS_40_solvent,MACCS_41_solvent,MACCS_42_solvent,MACCS_46_solvent,MACCS_48_solvent,MACCS_50_solvent,MACCS_53_solvent,MACCS_54_solvent,MACCS_57_solvent,MACCS_58_solvent,MACCS_65_solvent,MACCS_66_solvent,MACCS_72_solvent,MACCS_74_solvent,MACCS_82_solvent,MACCS_84_solvent,MACCS_86_solvent,MACCS_87_solvent,MACCS_89_solvent,MACCS_90_solvent,MACCS_91_solvent,MACCS_93_solvent,MACCS_95_solvent,MACCS_96_solvent,MACCS_98_solvent,MACCS_99_solvent,MACCS_101_solvent,MACCS_104_solvent,MACCS_105_solvent,MACCS_106_solvent,MACCS_107_solvent,MACCS_108_solvent,MACCS_112_solvent,MACCS_113_solvent,MACCS_114_solvent,MACCS_115_solvent,MACCS_116_solvent,MACCS_119_solvent,MACCS_123_solvent,MACCS_124_solvent,MACCS_126_solvent,MACCS_128_solvent,MACCS_129_solvent,MACCS_130_solvent,MACCS_132_solvent,MACCS_133_solvent,MACCS_135_solvent,MACCS_136_solvent,MACCS_137_solvent,MACCS_138_solvent,MACCS_140_solvent,MACCS_141_solvent,MACCS_142_solvent,MACCS_143_solvent,MACCS_144_solvent,MACCS_145_solvent,MACCS_146_solvent,MACCS_147_solvent,MACCS_148_solvent,MACCS_149_solvent,MACCS_151_solvent,MACCS_152_solvent,MACCS_153_solvent,MACCS_155_solvent,MACCS_156_solvent,MACCS_157_solvent,MACCS_159_solvent,MACCS_160_solvent,MACCS_161_solvent,MACCS_163_solvent,MACCS_164_solvent,MACCS_165_solvent
pyridine,C=CC(=O)NCO,c1ccncc1,0.2319,,C=CC(=O)NCO,c1ccncc1,-0.634699251,298.15,3.784722222,1.75,1.75,0.453147965,74.062,0.026728768,-0.264736971,0.026728768,0.833333333,1.666666667,14.59724306,10.51881466,-1.582529218,4.877321733,1.330989291,1.719973094,75.86113959,0.312602027,-0.85,1.552582713,0.549000848,0,0,0,0,4.983978521,0,0,6.066367068,12.13273414,12.39368714,0,0,0,4.983978521,0,0,0,0,4.983978521,0,0,0,30.59278835,0,12.89,0,0,0,0,0,0,12.39368714,18.19910121,4.983978521,0,0,0,0,0,5.715277778,3.5,0,0,0,0,1,0,0,1,0,0,1,1,0,1.0816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
3-pentanone,O=C(O)CCCCCCCCCCC(=O)O,CCC(=O)CC,0.0013,,O=C(O)CCCCCCCCCCC(=O)O,CCC(=O)CC,-2.886056648,298.15,10.18055556,0.342592593,0.342592593,0.495768832,76.054,0.131861522,-0.299740651,0.131861522,1.333333333,1.666666667,16.13770405,10.25004293,-1.876794062,5.770114341,-0.117944925,1.650022422,41.90013453,0.25,-0.33,2.884132762,1.942479564,0,5.783244946,0,0,4.794537184,0,0,13.8474744,0,12.84164325,0,4.794537184,5.783244946,0,0,0,0,0,5.783244946,4.794537184,0,26.68911765,0,0,17.07,0,4.794537184,0,18.62488819,0,0,0,13.8474744,0,0,0,0,0,0.342592593,0,1.381944444,3.761574074,0,0.8,0,1,0,0,0,0,0,1,1,2,1.3755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
furfural,CCCCCCCC[n+]1csc2ccccc21.F[P-](F)(F)(F)(F)F,O=Cc1ccco1,0.33,,CCCCCCCC[n+]1csc2ccccc21.F[P-](F)(F)(F)(F)F,O=Cc1ccco1,-0.48148606,298.15,9.773842593,0.375,0.375,0.489695019,92.053,0.184800866,-0.461564813,0.184800866,1.714285714,2.857142857,16.33729149,10.50145704,-1.645911498,5.694580577,0.109579731,2.139132575,141.1235805,0.358319304,-1.05,1.598931215,0.681577074,4.417150937,0,12.04640794,0,4.794537184,0,0,0,12.13273414,0,6.263162996,9.211688121,6.286160523,0,0,0,0,0,6.286160523,0,0,10.5547846,22.81304807,0,30.21,0,4.794537184,0,12.04640794,0,6.263162996,12.13273414,0,4.417150937,0,4.614583333,0,0,0.375,3.274537037,2.128703704,0,0,0,0,2,0,0,1,0,0,2,2,1,1.0921,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
n-dodecane,C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CCCCCCCCCCCC,1.50E-05,6.60E-05,C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CCCCCCCCCCCC,-4.823908741,298.15,2.279016097,1.370867769,1.370867769,0.430464304,144.132,-0.053305974,-0.065382383,0.053305974,0.416666667,0.916666667,13.96040481,10.07005825,-1.796841751,4.452404811,0.562058249,2.098390961,56.4385619,1.560660172,0,11,10,0,0,0,0,0,0,0,78.05569063,0,0,0,0,0,0,0,0,0,0,0,0,0,78.05569063,0,0,0,0,0,0,0,0,64.20821623,0,0,13.8474744,0,0,0,0,0,0,14.44196781,4.558032194,0,1,0,0,0,0,0,0,0,0,0,9,4.9272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
diethylene glycol,c1ccc2c(c1)sc1ccccc12,OCCOCCO,0.00027,,c1ccc2c(c1)sc1ccccc12,OCCOCCO,-3.568636236,298.15,8.08625,0.027777778,0.027777778,0.451248345,96.041,0.069837709,-0.393980325,0.069837709,1,1.714285714,16.49204816,10.72275867,-2.025674525,4.235162489,0.064974512,1.690933806,26.1158779,0.231161517,-0.12,5.88,5.88,14.94991774,0,0,0,0,0,0,0,0,0,26.42752786,14.94991774,0,0,0,0,0,0,36.64058265,4.736862954,0,0,0,0,49.69,0,0,13.21376393,13.21376393,0,0,0,0,4.736862954,10.21305479,4.631944444,16.1725,0,0,0,0,0.695555556,0,1,2,3,0,0,0,0,0,3,3,4,-1.0124,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0
diisopropyl ether,O=[N+]([O-])c1cccc2ccccc12,CC(C)OC(C)C,0.1043,,O=[N+]([O-])c1cccc2ccccc12,CC(C)OC(C)C,-0.981715692,298.15,5.25,0.375,0.375,0.51644113,88.065,0.052185621,-0.376143676,0.052185621,0.857142857,1.142857143,16.49500987,10.40764754,-2.088649795,4.396943928,0.029985942,1.272905595,33.44467836,0.544331054,-0.04,3.026851632,5.96,4.736862954,0,0,0,0,0,0,0,27.6949488,0,12.20793278,4.736862954,0,0,0,0,0,0,12.20793278,4.736862954,0,27.6949488,0,0,9.23,0,0,0,12.20793278,0,0,0,27.6949488,0,4.736862954,5.25,0,0,0,0,0.75,8.166666667,0,1,0,1,0,0,0,0,0,1,1,2,1.8198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
tert-amyl alcohol,c1ccc2cc3ccccc3cc2c1,CCC(C)(C)O,0.00079,,c1ccc2cc3ccccc3cc2c1,CCC(C)(C)O,-3.102372909,298.15,8.826388889,0.458333333,-0.458333333,0.509763466,76.054,0.058869861,-0.390482852,0.058869861,1.5,1.666666667,16.28087593,10.08956853,-2.149925586,4.5853349,0.076469817,1.351644115,33.69332843,0,-0.04,1.605659929,3.96,5.106527395,0,0,0,0,0,0,6.9237372,20.26829602,0,5.601050811,5.106527395,0,0,0,0,0,0,10.70757821,0,0,27.19203322,0,0,20.23,5.601050811,0,0,0,6.420821623,0,13.8474744,6.9237372,0,5.106527395,0,8.826388889,-0.458333333,0,0,0.826388889,5.555555556,0,1,1,1,0,0,0,0,0,1,1,1,1.1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0
acetylacetone,CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,CC(=O)CC(C)=O,0.02023,,CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,CC(=O)CC(C)=O,-1.694004117,298.15,10.03333333,0.0625,-0.0625,0.474822003,92.053,0.136672069,-0.299537265,0.136672069,1.142857143,1.428571429,16.14747061,10.23593912,-1.970244924,5.960965661,-0.124125653,1.272905595,82.25327665,0.350577045,-0.66,2.502316273,5.34,0,11.56648989,0,0,9.589074368,0,0,0,13.8474744,0,6.420821623,9.589074368,11.56648989,0,0,0,0,0,11.56648989,9.589074368,0,20.26829602,0,0,34.14,0,9.589074368,17.98731152,0,0,13.8474744,0,0,0,0,0,0,0,-0.125,0,0.083333333,2.808333333,0,0.6,0,2,0,0,0,0,0,2,2,2,0.5545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0
n-hexadecane,O=[N+]([O-])c1cccc2ccccc12,CCCCCCCCCCCCCCCC,0.03945,,O=[N+]([O-])c1cccc2ccccc12,CCCCCCCCCCCCCCCC,-1.403952992,298.15,2.290220142,1.372777778,1.372777778,0.314904724,192.176,-0.053305973,-0.065382383,0.053305973,0.3125,0.6875,13.98776473,10.04601975,-1.820880253,4.479764729,0.538019747,2.306121219,92.60593782,2.267766953,0,15,14,0,0,0,0,0,0,0,103.7389771,0,0,0,0,0,0,0,0,0,0,0,0,0,103.7389771,0,0,0,0,0,0,0,0,89.89150272,0,0,13.8474744,0,0,0,0,0,0,20.41955972,4.580440283,0,1,0,0,0,0,0,0,0,0,0,13,6.4876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
acetophenone,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CC(=O)c1ccccc1,0.1384,,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,CC(=O)c1ccccc1,-0.85886391,298.15,10.64537037,0.120925926,0.120925926,0.517046754,112.087,0.159298497,-0.294512207,0.159298497,1.222222222,2.111111111,16.13739126,10.15436074,-1.881047752,5.933640771,0.101299191,1.900372628,201.0674371,0.672860901,-1.11,2.443752552,1.38925248,0,0,5.783244946,0,4.794537184,0,0,30.33183534,6.9237372,5.563451492,0,4.794537184,5.783244946,0,0,0,0,0,5.783244946,0,0,17.28172588,30.33183534,0,17.07,0,4.794537184,5.783244946,0,5.563451492,0,6.9237372,30.33183534,0,0,0,0,0.775462963,0.120925926,9.226759259,0,1.564814815,0,0.125,0,1,0,0,0,0,0,1,1,1,1.8892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1
methyl propionate,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,CCC(=O)OC,0.0004276,,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,CCC(=O)OC,-3.368962303,298.15,9.958333333,0.157407407,-0.157407407,0.437850878,80.042,0.304720731,-0.46900295,0.304720731,1.833333333,2.333333333,16.52286937,10.512118,-1.944516246,5.680312931,-0.139696163,1.650022422,43.509775,0.144337567,-0.53,2.693713647,1.758184438,4.736862954,0,0,0,4.794537184,0,0,6.9237372,0,6.420821623,7.109797541,9.531400138,5.969305288,0,0,0,0,0,13.07910283,9.531400138,0,13.34455882,0,0,26.3,0,4.794537184,5.969305288,6.420821623,0,7.109797541,6.9237372,0,4.736862954,0,4.260416667,0,0,-0.157407407,0,0.46875,1.755787037,1.380787037,0.75,0,2,0,0,0,0,0,2,2,1,0.5694,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0
isopentyl acetate,O=C1OC(=O)[C@H]2[C@@H]1[C@H]1C=C[C@H]2C1,CC(=O)OCCC(C)C,0.04264,,O=C1OC(=O)[C@H]2[C@@H]1[C@H]1C=C[C@H]2C1,CC(=O)OCCC(C)C,-1.370182804,298.15,10.20301682,0.184583333,-0.184583333,0.542209591,116.075,0.302123037,-0.465866931,0.302123037,1.555555556,2.444444444,16.53148887,10.14784849,-2.023183302,5.653214888,-0.140737622,1.628673776,86.91694058,0.438356565,-0.53,4.358753835,7.47,4.736862954,0,0,0,4.794537184,0,0,13.8474744,12.33872767,6.9237372,6.606881965,9.531400138,5.969305288,0,5.917906046,0,0,0,12.57618725,9.531400138,5.917906046,27.19203322,0,0,26.3,0,4.794537184,5.969305288,12.52478801,6.420821623,6.9237372,0,0,13.8474744,4.736862954,4.71375,0,0,0.430555556,0,0.957916667,6.19476096,0,0.857142857,0,2,0,0,0,0,0,2,2,3,1.5956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0
trichloroethylene,CCCCCCCCCCCCCCCCCCCC(=O)OCCO,ClC=C(Cl)Cl,0.0428,,CCCCCCCCCCCCCCCCCCCC(=O)OCCO,ClC=C(Cl)Cl,-1.368556231,298.15,4.956790123,0.089506173,0.089506173,0.473775059,130.381,0.117603187,-0.090359084,0.090359084,1.4,1.6,35.53934101,11.24175916,-1.333974586,6.578145153,2.362563119,1.378783493,42.85475297,0,0.61,2.82691974,4.61,0,4.491468174,0,0,0,0,0,34.80281967,0,5.535201929,0,0,34.80281967,0,0,0,0,34.80281967,0,0,0,0,10.0266701,0,0,0,0,4.491468174,0,5.535201929,0,0,0,0,34.80281967,0.089506173,0,1.086419753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2.5017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n-nonanol,C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CCCCCCCCCO,0.00217,0.012483509,C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CCCCCCCCCO,-2.663540266,298.15,8.46895479,0.36882716,0.36882716,0.544619376,124.098,0.043052407,-0.396376569,0.043052407,0.8,1.8,16.24992522,10.10604694,-1.827220464,4.428013035,0.282028181,1.967154472,44.68995594,1.06891018,-0.04,8.96,7.96,5.106527395,0,0,0,0,0,0,45.44866694,6.420821623,6.606881965,0,5.106527395,0,0,0,0,0,0,11.71340936,0,0,51.86948856,0,0,20.23,0,0,0,6.606881965,6.420821623,38.52492974,0,0,6.9237372,5.106527395,0,8.46895479,0,0,0,8.932334184,2.598711026,0,1,1,1,0,0,0,0,0,1,1,7,2.7293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0
cyclohexanol,O=C(O)CCCCC(=O)O,OC1CCCCC1,0.0017,,O=C(O)CCCCC(=O)O,OC1CCCCC1,-2.769551079,298.15,8.909166667,0.03587963,0.03587963,0.486324884,88.065,0.053984775,-0.393131382,0.053984775,1,1.857142857,16.26580617,9.981987147,-2.094135332,4.611711079,0.130074353,1.685616163,46.14170945,1.081038718,-0.04,2.31410722,1.475062751,5.106527395,0,0,0,0,0,0,19.26246487,12.84164325,0,6.103966388,5.106527395,0,0,0,0,0,0,11.21049378,0,0,32.10410811,0,0,20.23,0,0,6.103966388,0,12.84164325,19.26246487,0,0,0,5.106527395,0,8.909166667,0,0,0,5.924166667,0,0,1,1,1,1,1,0,0,0,1,1,0,1.3114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1
benzyl alcohol,O=Cc1ccc(C=O)cc1,OCc1ccccc1,0.04339,,O=Cc1ccc(C=O)cc1,OCc1ccccc1,-1.36261035,298.15,8.537592593,0.139722222,0.139722222,0.572343612,100.076,0.06813694,-0.391680468,0.06813694,1.125,2.125,16.2502435,10.22648003,-1.772683675,5.124430983,0.281609266,1.903491193,145.7328145,0.583419827,-0.82,2.478228729,1.073981897,5.106527395,0,0,0,0,0,0,30.33183534,5.563451492,0,6.606881965,5.106527395,0,0,0,0,0,0,5.106527395,6.606881965,0,5.563451492,30.33183534,0,20.23,0,0,6.606881965,0,5.563451492,0,0,30.33183534,0,5.106527395,0,8.537592593,0.965277778,0,9.524074074,0,0.139722222,0,0.142857143,1,1,0,0,0,0,0,1,1,1,1.1789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1
2-ethylhexanol,O=[N+]([O-])c1cccc2ccccc12,CCCCC(CC)CO,0.04106,,O=[N+]([O-])c1cccc2ccccc12,CCCCC(CC)CO,-1.386581055,298.15,8.752651172,0.371527778,0.371527778,0.604543152,112.087,0.045866246,-0.396088351,0.045866246,1.333333333,2.333333333,16.25097618,10.00801711,-2.028692246,4.530245216,0.212200352,1.909923326,48.52932501,0.917309963,-0.04,6.085628141,4.462512563,5.106527395,0,0,0,0,0,0,33.10993927,12.33872767,6.606881965,0,5.106527395,0,0,5.917906046,0,0,0,11.71340936,0,5.917906046,39.53076089,0,0,20.23,0,0,0,12.52478801,6.420821623,19.26246487,0,0,13.8474744,5.106527395,0,8.752651172,0,0.560138889,0,4.828935185,4.691608088,0,1,1,1,0,0,0,1,0,1,1,5,2.1951,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0
isooctanol,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,CC(C)CCCCCO,0.0073014,,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C,CC(C)CCCCCO,-2.136593859,298.15,8.431488095,0.359221466,0.359221466,0.565526155,112.087,0.043052409,-0.396376569,0.043052409,1.111111111,2.222222222,16.24992475,10.05944511,-1.879232807,4.453946078,0.280986903,1.800576896,50.52932501,0.841165952,-0.04,6.085628141,7.96,5.106527395,0,0,0,0,0,0,33.10993927,12.33872767,6.606881965,0,5.106527395,0,0,5.917906046,0,0,0,11.71340936,0,5.917906046,39.53076089,0,0,20.23,0,0,0,6.606881965,12.33872767,19.26246487,0,0,13.8474744,5.106527395,0,8.431488095,0,0.822863757,0,4.74962963,4.829351852,0,1,1,1,0,0,0,0,0,1,1,5,2.1951,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0
dipropyl ether,CC(C)COc1ccc(B(O)O)cc1,CCCOCCC,0.0352,,CC(C)COc1ccc(B(O)O)cc1,CCCOCCC,-1.453457337,298.15,5.131944444,0.924444444,0.924444444,0.491869888,88.065,0.04629007,-0.381474012,0.04629007,1,1.714285714,16.47275948,10.49070475,-1.917563926,4.247448375,0.135272616,1.690933806,23.3609904,0.390737207,-0.04,5.96,5.96,4.736862954,0,0,0,0,0,0,13.8474744,12.84164325,13.21376393,0,4.736862954,0,0,0,0,0,0,13.21376393,4.736862954,0,26.68911765,0,0,9.23,0,0,0,0,26.05540717,0,0,0,13.8474744,4.736862954,5.131944444,0,0,0,0,2.277777778,6.090277778,0,1,0,1,0,0,0,0,0,1,1,4,1.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0
